,Name,Population,Sq Mi,X,Y,Zip Code,Date,Average Daily
1549,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/18/20,2.2857142857142856
1550,Sardinia,139,2.42,42.5276,-78.5045,14134,7/18/20,0.0
1551,South Wales,2371,23.28,42.69757,-78.5433,14139,7/18/20,0.14285714285714285
1552,Springville,7799,73.22,42.5329,-78.7157,14141,7/18/20,0.2857142857142857
1553,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/18/20,0.0
1554,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,7/18/20,2.4285714285714284
1555,West Falls,2270,13.31,42.7087,-78.6647,14170,7/18/20,0.0
1556,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/18/20,3.1428571428571432
1557,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/18/20,0.14285714285714285
1558,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/18/20,0.42857142857142855
1559,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/18/20,1.7142857142857142
1560,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/18/20,2.8571428571428568
1561,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/18/20,4.714285714285714
1562,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/18/20,1.2857142857142858
1563,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/18/20,1.0
1564,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/18/20,1.1428571428571428
1565,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/18/20,2.4285714285714284
1566,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/18/20,1.0
1567,West Side,26700,2.82,42.9166,-78.8919,14213,7/18/20,5.285714285714286
1568,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/18/20,2.142857142857143
1569,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/18/20,8.0
1570,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/18/20,2.4285714285714284
1571,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/18/20,1.8571428571428568
1572,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/18/20,2.4285714285714284
1573,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/18/20,0.42857142857142855
1574,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/18/20,1.4285714285714286
1575,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/18/20,3.571428571428572
1576,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/18/20,1.1428571428571428
1577,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/18/20,1.0
1578,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/18/20,2.571428571428572
1579,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/18/20,3.0
1580,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/18/20,2.7142857142857144
1581,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/18/20,1.1428571428571428
1582,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/18/20,3.571428571428572
1583,UB North Campus (Amherst),1670,0.97,,,14260,7/18/20,0.0
1584,Akron,9549,59.61,43.0414,-78.4963,14001,7/19/20,0.0
1585,Alden,12851,46.68,42.894667999999996,-78.4833,14004,7/19/20,0.42857142857142855
1586,Angola,10113,28.86,42.6361,-79.02794,14006,7/19/20,0.8571428571428571
1587,Basom,1923,41.17,43.0811,-78.4012,14013,7/19/20,0.0
1588,Boston,3060,23.54,42.6214,-78.7217,14025,7/19/20,0.0
1589,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/19/20,0.0
1590,Chaffee,1867,20.9,42.5737,-78.507,14030,7/19/20,0.0
1591,Clarence,10145,20.83,42.993,-78.607,14031,7/19/20,0.42857142857142855
1592,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/19/20,0.5714285714285714
1593,Colden,2396,19.96,42.6521,-78.6869,14033,7/19/20,0.0
1594,Collins,1922,26.0,42.49089,-78.8573,14034,7/19/20,0.0
1595,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/19/20,0.0
1596,Depew,25714,9.15,42.89925,-78.70735,14043,7/19/20,0.5714285714285714
1597,Derby,6463,12.32,42.69266,-78.9934,14047,7/19/20,0.14285714285714285
1598,East Amherst,20690,16.19,43.0442,-78.695,14051,7/19/20,1.2857142857142858
1599,East Aurora,17482,62.71,42.775,-78.5753,14052,7/19/20,0.42857142857142855
1600,East Concord,1312,29.7,42.5468,-78.5954,14055,7/19/20,0.0
1601,Eden,7934,48.1,42.652283000000004,-78.89698,14057,7/19/20,1.8571428571428568
1602,Elma,9381,26.72,42.8255,-78.62666,14059,7/19/20,1.1428571428571428
1603,Getzville,8374,3.8,43.0269,-78.762,14068,7/19/20,0.2857142857142857
1604,Glenwood,678,5.42,42.6057,-78.6191,14069,7/19/20,0.0
1605,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/19/20,0.2857142857142857
1606,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/19/20,1.7142857142857142
1607,Hamburg,43111,38.97,42.716,-78.82434,14075,7/19/20,2.4285714285714284
1608,Holland,4460,50.61,42.6405,-78.5435,14080,7/19/20,0.14285714285714285
1609,Irving,3204,40.63,42.4617,-79.027,14081,7/19/20,0.0
1610,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/19/20,1.1428571428571428
1611,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/19/20,1.2857142857142858
1612,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/19/20,0.0
1613,Marilla,1244,4.86,42.8368,-78.5573,14102,7/19/20,0.14285714285714285
1614,North Collins,3482,32.93,42.581,-78.8707,14111,7/19/20,0.14285714285714285
1615,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/19/20,1.4285714285714286
1616,Sardinia,139,2.42,42.5276,-78.5045,14134,7/19/20,0.0
1617,South Wales,2371,23.28,42.69757,-78.5433,14139,7/19/20,0.0
1618,Springville,7799,73.22,42.5329,-78.7157,14141,7/19/20,0.2857142857142857
1619,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/19/20,0.0
1620,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,7/19/20,1.7142857142857142
1621,West Falls,2270,13.31,42.7087,-78.6647,14170,7/19/20,0.0
1622,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/19/20,2.7142857142857144
1623,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/19/20,0.0
1624,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/19/20,0.42857142857142855
1625,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/19/20,1.1428571428571428
1626,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/19/20,1.7142857142857142
1627,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/19/20,3.8571428571428568
1628,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/19/20,1.2857142857142858
1629,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/19/20,0.8571428571428571
1630,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/19/20,0.5714285714285714
1631,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/19/20,1.5714285714285714
1632,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/19/20,0.42857142857142855
1633,West Side,26700,2.82,42.9166,-78.8919,14213,7/19/20,4.142857142857143
1634,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/19/20,1.4285714285714286
1635,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/19/20,5.857142857142858
1636,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/19/20,1.4285714285714286
1637,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/19/20,1.4285714285714286
1638,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/19/20,1.8571428571428568
1639,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/19/20,0.2857142857142857
1640,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/19/20,0.7142857142857143
1641,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/19/20,1.8571428571428568
1642,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/19/20,0.5714285714285714
1643,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/19/20,0.7142857142857143
1644,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/19/20,1.5714285714285714
1645,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/19/20,1.5714285714285714
1646,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/19/20,1.5714285714285714
1647,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/19/20,0.7142857142857143
1648,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/19/20,2.0
1649,UB North Campus (Amherst),1670,0.97,,,14260,7/19/20,0.0
1650,Akron,9549,59.61,43.0414,-78.4963,14001,7/20/20,0.0
1651,Alden,12851,46.68,42.894667999999996,-78.4833,14004,7/20/20,0.5714285714285714
1652,Angola,10113,28.86,42.6361,-79.02794,14006,7/20/20,0.7142857142857143
1653,Basom,1923,41.17,43.0811,-78.4012,14013,7/20/20,0.0
1654,Boston,3060,23.54,42.6214,-78.7217,14025,7/20/20,0.0
1655,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/20/20,0.0
1656,Chaffee,1867,20.9,42.5737,-78.507,14030,7/20/20,0.0
1657,Clarence,10145,20.83,42.993,-78.607,14031,7/20/20,0.2857142857142857
1658,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/20/20,0.5714285714285714
1659,Colden,2396,19.96,42.6521,-78.6869,14033,7/20/20,0.0
1660,Collins,1922,26.0,42.49089,-78.8573,14034,7/20/20,0.0
1661,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/20/20,0.0
1662,Depew,25714,9.15,42.89925,-78.70735,14043,7/20/20,0.8571428571428571
1663,Derby,6463,12.32,42.69266,-78.9934,14047,7/20/20,0.0
1664,East Amherst,20690,16.19,43.0442,-78.695,14051,7/20/20,1.7142857142857142
1665,East Aurora,17482,62.71,42.775,-78.5753,14052,7/20/20,0.42857142857142855
1666,East Concord,1312,29.7,42.5468,-78.5954,14055,7/20/20,0.0
1667,Eden,7934,48.1,42.652283000000004,-78.89698,14057,7/20/20,1.1428571428571428
1668,Elma,9381,26.72,42.8255,-78.62666,14059,7/20/20,1.1428571428571428
1669,Getzville,8374,3.8,43.0269,-78.762,14068,7/20/20,0.5714285714285714
1670,Glenwood,678,5.42,42.6057,-78.6191,14069,7/20/20,0.0
1671,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/20/20,0.14285714285714285
1672,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/20/20,1.4285714285714286
1673,Hamburg,43111,38.97,42.716,-78.82434,14075,7/20/20,2.4285714285714284
1674,Holland,4460,50.61,42.6405,-78.5435,14080,7/20/20,0.2857142857142857
1675,Irving,3204,40.63,42.4617,-79.027,14081,7/20/20,0.0
1676,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/20/20,1.2857142857142858
1677,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/20/20,1.4285714285714286
1678,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/20/20,0.0
1679,Marilla,1244,4.86,42.8368,-78.5573,14102,7/20/20,0.14285714285714285
1680,North Collins,3482,32.93,42.581,-78.8707,14111,7/20/20,0.14285714285714285
1681,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/20/20,1.8571428571428568
1682,Sardinia,139,2.42,42.5276,-78.5045,14134,7/20/20,0.0
1683,South Wales,2371,23.28,42.69757,-78.5433,14139,7/20/20,0.0
1684,Springville,7799,73.22,42.5329,-78.7157,14141,7/20/20,0.2857142857142857
1685,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/20/20,0.0
1686,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,7/20/20,1.7142857142857142
1687,West Falls,2270,13.31,42.7087,-78.6647,14170,7/20/20,0.0
1688,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/20/20,3.4285714285714284
1689,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/20/20,0.14285714285714285
1690,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/20/20,0.2857142857142857
1691,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/20/20,1.4285714285714286
1692,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/20/20,1.7142857142857142
1693,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/20/20,3.8571428571428568
1694,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/20/20,0.8571428571428571
1695,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/20/20,1.0
1696,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/20/20,0.5714285714285714
1697,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/20/20,1.5714285714285714
1698,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/20/20,0.5714285714285714
1699,West Side,26700,2.82,42.9166,-78.8919,14213,7/20/20,5.0
1700,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/20/20,1.7142857142857142
1701,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/20/20,6.142857142857142
1702,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/20/20,1.8571428571428568
1703,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/20/20,1.8571428571428568
1704,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/20/20,1.7142857142857142
1705,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/20/20,0.5714285714285714
1706,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/20/20,0.7142857142857143
1707,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/20/20,2.2857142857142856
1708,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/20/20,1.0
1709,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/20/20,1.2857142857142858
1710,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/20/20,1.8571428571428568
1711,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/20/20,1.1428571428571428
1712,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/20/20,1.8571428571428568
1713,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/20/20,0.8571428571428571
1714,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/20/20,2.0
1715,UB North Campus (Amherst),1670,0.97,,,14260,7/20/20,0.0
1716,Akron,9549,59.61,43.0414,-78.4963,14001,7/23/20,0.0
1717,Alden,12851,46.68,42.894667999999996,-78.4833,14004,7/23/20,0.42857142857142855
1718,Angola,10113,28.86,42.6361,-79.02794,14006,7/23/20,0.7142857142857143
1719,Basom,1923,41.17,43.0811,-78.4012,14013,7/23/20,0.0
1720,Boston,3060,23.54,42.6214,-78.7217,14025,7/23/20,0.0
1721,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/23/20,0.0
1722,Chaffee,1867,20.9,42.5737,-78.507,14030,7/23/20,0.0
1723,Clarence,10145,20.83,42.993,-78.607,14031,7/23/20,0.14285714285714285
1724,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/23/20,0.5714285714285714
1725,Colden,2396,19.96,42.6521,-78.6869,14033,7/23/20,0.0
1726,Collins,1922,26.0,42.49089,-78.8573,14034,7/23/20,0.0
1727,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/23/20,0.0
1728,Depew,25714,9.15,42.89925,-78.70735,14043,7/23/20,1.0
1729,Derby,6463,12.32,42.69266,-78.9934,14047,7/23/20,0.0
1730,East Amherst,20690,16.19,43.0442,-78.695,14051,7/23/20,1.7142857142857142
1731,East Aurora,17482,62.71,42.775,-78.5753,14052,7/23/20,0.42857142857142855
1732,East Concord,1312,29.7,42.5468,-78.5954,14055,7/23/20,0.0
1733,Eden,7934,48.1,42.652283000000004,-78.89698,14057,7/23/20,0.8571428571428571
1734,Elma,9381,26.72,42.8255,-78.62666,14059,7/23/20,1.0
1735,Getzville,8374,3.8,43.0269,-78.762,14068,7/23/20,0.5714285714285714
1736,Glenwood,678,5.42,42.6057,-78.6191,14069,7/23/20,0.0
1737,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/23/20,0.0
1738,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/23/20,1.2857142857142858
1739,Hamburg,43111,38.97,42.716,-78.82434,14075,7/23/20,2.0
1740,Holland,4460,50.61,42.6405,-78.5435,14080,7/23/20,0.2857142857142857
1741,Irving,3204,40.63,42.4617,-79.027,14081,7/23/20,0.0
1742,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/23/20,1.2857142857142858
1743,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/23/20,1.5714285714285714
1744,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/23/20,0.0
1745,Marilla,1244,4.86,42.8368,-78.5573,14102,7/23/20,0.14285714285714285
1746,North Collins,3482,32.93,42.581,-78.8707,14111,7/23/20,0.0
1747,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/23/20,1.8571428571428568
1748,Sardinia,139,2.42,42.5276,-78.5045,14134,7/23/20,0.0
1749,South Wales,2371,23.28,42.69757,-78.5433,14139,7/23/20,0.0
1750,Springville,7799,73.22,42.5329,-78.7157,14141,7/23/20,0.42857142857142855
1751,Strykersville,1405,26.97,42.7296,-78.41938,14145,7/23/20,0.0
1752,Tonawanda,40850,17.07,42.992979999999996,-78.8812,14150,7/23/20,1.7142857142857142
1753,West Falls,2270,13.31,42.7087,-78.6647,14170,7/23/20,0.0
1754,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,7/23/20,2.7142857142857144
1755,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,7/23/20,0.14285714285714285
1756,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,7/23/20,0.42857142857142855
1757,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,7/23/20,1.7142857142857142
1758,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,7/23/20,2.2857142857142856
1759,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,7/23/20,3.8571428571428568
1760,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,7/23/20,0.8571428571428571
1761,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,7/23/20,1.0
1762,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,7/23/20,0.8571428571428571
1763,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,7/23/20,1.8571428571428568
1764,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,7/23/20,0.7142857142857143
1765,West Side,26700,2.82,42.9166,-78.8919,14213,7/23/20,3.8571428571428568
1766,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,7/23/20,1.2857142857142858
1767,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,7/23/20,6.2857142857142865
1768,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,7/23/20,2.4285714285714284
1769,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,7/23/20,2.142857142857143
1770,Lackawana,18590,8.07,42.8155,-78.8112,14218,7/23/20,1.5714285714285714
1771,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,7/23/20,0.42857142857142855
1772,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,7/23/20,0.5714285714285714
1773,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,7/23/20,2.571428571428572
1774,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,7/23/20,1.0
1775,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,7/23/20,1.5714285714285714
1776,West Seneca,41070,20.19,42.83744,-78.7429,14224,7/23/20,1.8571428571428568
1777,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,7/23/20,1.0
1778,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,7/23/20,1.8571428571428568
1779,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,7/23/20,0.7142857142857143
1780,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,7/23/20,1.5714285714285714
1781,UB North Campus (Amherst),1670,0.97,,,14260,7/23/20,0.0
1782,Akron,9549,59.61,43.0414,-78.4963,14001,7/25/20,0.0
1783,Alden,12851,46.68,42.894667999999996,-78.4833,14004,7/25/20,0.2857142857142857
1784,Angola,10113,28.86,42.6361,-79.02794,14006,7/25/20,0.42857142857142855
1785,Basom,1923,41.17,43.0811,-78.4012,14013,7/25/20,0.0
1786,Boston,3060,23.54,42.6214,-78.7217,14025,7/25/20,0.0
1787,Bowmansville,910,0.79,42.9441,-78.6867,14026,7/25/20,0.0
1788,Chaffee,1867,20.9,42.5737,-78.507,14030,7/25/20,0.0
1789,Clarence,10145,20.83,42.993,-78.607,14031,7/25/20,0.0
1790,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,7/25/20,0.8571428571428571
1791,Colden,2396,19.96,42.6521,-78.6869,14033,7/25/20,0.0
1792,Collins,1922,26.0,42.49089,-78.8573,14034,7/25/20,0.0
1793,Cowlesville,1081,17.91,42.8054,-78.4507,14037,7/25/20,0.0
1794,Depew,25714,9.15,42.89925,-78.70735,14043,7/25/20,1.0
1795,Derby,6463,12.32,42.69266,-78.9934,14047,7/25/20,0.0
1796,East Amherst,20690,16.19,43.0442,-78.695,14051,7/25/20,1.5714285714285714
1797,East Aurora,17482,62.71,42.775,-78.5753,14052,7/25/20,0.42857142857142855
1798,East Concord,1312,29.7,42.5468,-78.5954,14055,7/25/20,0.0
1799,Eden,7934,48.1,42.652283000000004,-78.89698,14057,7/25/20,0.42857142857142855
1800,Elma,9381,26.72,42.8255,-78.62666,14059,7/25/20,0.7142857142857143
1801,Getzville,8374,3.8,43.0269,-78.762,14068,7/25/20,0.42857142857142855
1802,Glenwood,678,5.42,42.6057,-78.6191,14069,7/25/20,0.0
1803,Gowanda,7706,44.41,42.44377,-78.90769,14070,7/25/20,0.0
1804,Grand Island,20809,33.26,43.0119,-78.9559,14072,7/25/20,1.8571428571428568
1805,Hamburg,43111,38.97,42.716,-78.82434,14075,7/25/20,1.5714285714285714
1806,Holland,4460,50.61,42.6405,-78.5435,14080,7/25/20,0.42857142857142855
1807,Irving,3204,40.63,42.4617,-79.027,14081,7/25/20,0.0
1808,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,7/25/20,1.1428571428571428
1809,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,7/25/20,1.1428571428571428
1810,Lawtons,1086,22.21,42.5386,-78.9061,14091,7/25/20,0.0
1811,Marilla,1244,4.86,42.8368,-78.5573,14102,7/25/20,0.0
1812,North Collins,3482,32.93,42.581,-78.8707,14111,7/25/20,0.0
1813,Orchard Park,30810,40.39,42.7429,-78.7569,14127,7/25/20,1.8571428571428568
1814,Sardinia,139,2.42,42.5276,-78.5045,14134,7/25/20,0.0
1815,South Wales,2371,23.28,42.69757,-78.5433,14139,7/25/20,0.14285714285714285
1816,Springville,7799,73.22,42.5329,-78.7157,14141,7/25/20,0.2857142857142857
